seed,alpha,error,prop_dim,cw_coverage_0,mv_coverage_0,volume_0,cw_coverage_1,mv_coverage_1,volume_1
12.0,0.5,0.22455412383753012,15.0,0.48548,0.019,0.30004898807026026,0.8427933333333333,0.4206,0.15767559939935172
12.0,0.5,0.22455412383753012,20.0,0.48548,0.019,0.30004898807026026,0.840205,0.4113,0.17237484442324594
12.0,0.5,0.22455412383753012,25.0,0.48548,0.019,0.30004898807026026,0.8546960000000002,0.43410000000000004,0.18202729297044087
12.0,0.5,0.22455412383753012,30.0,0.48548,0.019,0.30004898807026026,0.8794466666666665,0.4541,0.17663159259651487
12.0,0.5,0.22455412383753012,35.0,0.48548,0.019,0.30004898807026026,0.8894599999999997,0.4472,0.15521227769746973
12.0,0.5,0.22455412383753012,40.0,0.48548,0.019,0.30004898807026026,0.9031650000000001,0.45620000000000005,0.1599232261293221
12.0,0.5,0.22455412383753012,45.0,0.48548,0.019,0.30004898807026026,0.9139111111111108,0.45509999999999995,0.15350275122480272
12.0,0.5,0.22455412383753012,50.0,0.48548,0.019,0.30004898807026026,0.90212,0.4626,0.1667865316254755
12.0,0.5,0.22455412383753012,55.0,0.48548,0.019,0.30004898807026026,0.89628,0.44290000000000007,0.16597751878922806
12.0,0.5,0.22455412383753012,60.0,0.48548,0.019,0.30004898807026026,0.9037333333333335,0.44930000000000003,0.16753916226998558
12.0,0.5,0.22455412383753012,65.0,0.48548,0.019,0.30004898807026026,0.8928061538461536,0.42769999999999997,0.15508838174087877
12.0,0.5,0.22455412383753012,70.0,0.48548,0.019,0.30004898807026026,0.8890542857142856,0.4287,0.17069002979956166
12.0,0.5,0.22455412383753012,75.0,0.48548,0.019,0.30004898807026026,0.9112826666666667,0.45809999999999995,0.17679427350855026
12.0,0.5,0.22455412383753012,80.0,0.48548,0.019,0.30004898807026026,0.9062899999999999,0.4422,0.15911690709140947
12.0,0.5,0.22455412383753012,85.0,0.48548,0.019,0.30004898807026026,0.9145917647058821,0.45019999999999993,0.15969645497366095
12.0,0.5,0.22455412383753012,90.0,0.48548,0.019,0.30004898807026026,0.9150322222222219,0.44919999999999993,0.1606228679024892
12.0,0.5,0.22455412383753012,95.0,0.48548,0.019,0.30004898807026026,0.9184505263157894,0.439,0.15109512653580154
12.0,0.5,0.22455412383753012,100.0,0.48548,0.019,0.30004898807026026,0.9222369999999999,0.4625000000000001,0.16536568125006768
12.0,0.55,0.22455412383753012,5.0,0.53439,0.041,0.33642221945370104,0.8170999999999999,0.4961,0.17483431692359439
12.0,0.55,0.22455412383753012,10.0,0.53439,0.041,0.33642221945370104,0.8675599999999999,0.5104000000000001,0.1892538266216013
12.0,0.55,0.22455412383753012,15.0,0.53439,0.041,0.33642221945370104,0.8913133333333332,0.5102,0.17657081121696877
12.0,0.55,0.22455412383753012,20.0,0.53439,0.041,0.33642221945370104,0.895225,0.5104,0.16934670367211666
12.0,0.55,0.22455412383753012,25.0,0.53439,0.041,0.33642221945370104,0.8932280000000002,0.5057,0.1790806264151565
12.0,0.55,0.22455412383753012,30.0,0.53439,0.041,0.33642221945370104,0.8890233333333333,0.4848,0.1915180188648552
12.0,0.55,0.22455412383753012,35.0,0.53439,0.041,0.33642221945370104,0.9013628571428569,0.49909999999999993,0.1911457124779513
12.0,0.55,0.22455412383753012,40.0,0.53439,0.041,0.33642221945370104,0.8942375,0.49119999999999997,0.1989164903058608
12.0,0.55,0.22455412383753012,45.0,0.53439,0.041,0.33642221945370104,0.9159688888888886,0.5111,0.17934262611300275
12.0,0.55,0.22455412383753012,50.0,0.53439,0.041,0.33642221945370104,0.9062819999999999,0.49350000000000005,0.1959660825922591
12.0,0.55,0.22455412383753012,55.0,0.53439,0.041,0.33642221945370104,0.9280563636363636,0.5225,0.16568542204542971
12.0,0.55,0.22455412383753012,60.0,0.53439,0.041,0.33642221945370104,0.915405,0.5072,0.19302148896889867
12.0,0.55,0.22455412383753012,65.0,0.53439,0.041,0.33642221945370104,0.9136461538461537,0.5006,0.18473875906397755
12.0,0.55,0.22455412383753012,70.0,0.53439,0.041,0.33642221945370104,0.9283157142857141,0.5068,0.17477565879064194
12.0,0.55,0.22455412383753012,75.0,0.53439,0.041,0.33642221945370104,0.9178266666666665,0.501,0.19004429761805416
12.0,0.55,0.22455412383753012,80.0,0.53439,0.041,0.33642221945370104,0.9275049999999999,0.49700000000000005,0.17159123521710312
12.0,0.55,0.22455412383753012,85.0,0.53439,0.041,0.33642221945370104,0.9320329411764705,0.5123,0.1848675060100401
12.0,0.55,0.22455412383753012,90.0,0.53439,0.041,0.33642221945370104,0.9324933333333332,0.5048,0.17081566272277343
12.0,0.55,0.22455412383753012,95.0,0.53439,0.041,0.33642221945370104,0.9356242105263157,0.5110999999999999,0.17948063652172005
12.0,0.55,0.22455412383753012,100.0,0.53439,0.041,0.33642221945370104,0.924864,0.5007,0.1867663675684738
12.0,0.6,0.22455412383753012,5.0,0.58481,0.071,0.3769757228312655,0.8206199999999999,0.5640999999999999,0.2562925866479021
12.0,0.6,0.22455412383753012,10.0,0.58481,0.071,0.3769757228312655,0.8785,0.5676000000000001,0.20642473932482
12.0,0.6,0.22455412383753012,15.0,0.58481,0.071,0.3769757228312655,0.9025799999999997,0.5691,0.18701649876276097
12.0,0.6,0.22455412383753012,20.0,0.58481,0.071,0.3769757228312655,0.9092550000000001,0.5651,0.22010952795382488
12.0,0.6,0.22455412383753012,25.0,0.58481,0.071,0.3769757228312655,0.9246960000000002,0.576,0.2105399215219496
12.0,0.6,0.22455412383753012,30.0,0.58481,0.071,0.3769757228312655,0.9285466666666666,0.5736,0.19774485569940042
12.0,0.6,0.22455412383753012,35.0,0.58481,0.071,0.3769757228312655,0.9210599999999999,0.5564,0.19903642738500552
12.0,0.6,0.22455412383753012,40.0,0.58481,0.071,0.3769757228312655,0.9402050000000001,0.5794999999999999,0.1907405069061232
12.0,0.6,0.22455412383753012,45.0,0.58481,0.071,0.3769757228312655,0.9299999999999997,0.5618000000000001,0.20536309094827862
12.0,0.6,0.22455412383753012,50.0,0.58481,0.071,0.3769757228312655,0.936464,0.5713999999999999,0.20822897211336966
12.0,0.6,0.22455412383753012,55.0,0.58481,0.071,0.3769757228312655,0.937501818181818,0.5607,0.2004158092849528
12.0,0.6,0.22455412383753012,60.0,0.58481,0.071,0.3769757228312655,0.9467416666666667,0.5737000000000001,0.1955634822306056
12.0,0.6,0.22455412383753012,65.0,0.58481,0.071,0.3769757228312655,0.9391461538461536,0.5626,0.1998603416134872
12.0,0.6,0.22455412383753012,70.0,0.58481,0.071,0.3769757228312655,0.9342157142857141,0.5620999999999999,0.21792720717150216
12.0,0.6,0.22455412383753012,75.0,0.58481,0.071,0.3769757228312655,0.9412560000000001,0.5670000000000001,0.1996509196814993
12.0,0.6,0.22455412383753012,80.0,0.58481,0.071,0.3769757228312655,0.9347224999999999,0.5550999999999999,0.19936536228162416
12.0,0.6,0.22455412383753012,85.0,0.58481,0.071,0.3769757228312655,0.9513717647058821,0.572,0.19919475864551342
12.0,0.6,0.22455412383753012,90.0,0.58481,0.071,0.3769757228312655,0.9446555555555554,0.5624,0.20432108128201137
12.0,0.6,0.22455412383753012,95.0,0.58481,0.071,0.3769757228312655,0.9518284210526317,0.5687,0.19641128935595795
12.0,0.6,0.22455412383753012,100.0,0.58481,0.071,0.3769757228312655,0.9434559999999999,0.5573,0.19430227685936874
12.0,0.65,0.22455412383753012,5.0,0.63333,0.126,0.419869100775711,0.8472799999999999,0.5962000000000001,0.26460074025858954
12.0,0.65,0.22455412383753012,10.0,0.63333,0.126,0.419869100775711,0.8939599999999999,0.5843,0.24760082824064655
12.0,0.65,0.22455412383753012,15.0,0.63333,0.126,0.419869100775711,0.8999199999999998,0.6012000000000001,0.26342025624333587
12.0,0.65,0.22455412383753012,20.0,0.63333,0.126,0.419869100775711,0.9307850000000002,0.6305000000000001,0.24041756838995967
12.0,0.65,0.22455412383753012,25.0,0.63333,0.126,0.419869100775711,0.9335800000000003,0.6199,0.23941510234158658
12.0,0.65,0.22455412383753012,30.0,0.63333,0.126,0.419869100775711,0.92975,0.6148,0.2375977818040123
12.0,0.65,0.22455412383753012,35.0,0.63333,0.126,0.419869100775711,0.938365714285714,0.6263000000000001,0.2511181068038256
12.0,0.65,0.22455412383753012,40.0,0.63333,0.126,0.419869100775711,0.9528925000000001,0.6354000000000001,0.21656837673567694
12.0,0.65,0.22455412383753012,45.0,0.63333,0.126,0.419869100775711,0.9530822222222219,0.6275999999999999,0.22566158311696657
12.0,0.65,0.22455412383753012,50.0,0.63333,0.126,0.419869100775711,0.9489839999999998,0.6305,0.22782103987037397
12.0,0.65,0.22455412383753012,55.0,0.63333,0.126,0.419869100775711,0.9515690909090909,0.6223,0.20654984239376636
12.0,0.65,0.22455412383753012,60.0,0.63333,0.126,0.419869100775711,0.9565150000000002,0.6267,0.21803636911242386
12.0,0.65,0.22455412383753012,65.0,0.63333,0.126,0.419869100775711,0.9444938461538459,0.6198000000000001,0.23610774491190878
12.0,0.65,0.22455412383753012,70.0,0.63333,0.126,0.419869100775711,0.9574871428571429,0.6300000000000001,0.22169243025137766
12.0,0.65,0.22455412383753012,75.0,0.63333,0.126,0.419869100775711,0.9585173333333333,0.6234999999999999,0.2248801890175327
12.0,0.65,0.22455412383753012,80.0,0.63333,0.126,0.419869100775711,0.95348625,0.6200000000000001,0.2337255622144808
12.0,0.65,0.22455412383753012,85.0,0.63333,0.126,0.419869100775711,0.9604811764705881,0.6317,0.22274409876182738
12.0,0.65,0.22455412383753012,90.0,0.63333,0.126,0.419869100775711,0.9642255555555554,0.6407,0.23282609327994422
12.0,0.65,0.22455412383753012,95.0,0.63333,0.126,0.419869100775711,0.9689442105263156,0.6435000000000001,0.22937087453305172
12.0,0.65,0.22455412383753012,100.0,0.63333,0.126,0.419869100775711,0.9578160000000001,0.6231000000000001,0.23173018102712223
12.0,0.7,0.22455412383753012,5.0,0.68136,0.186,0.4674349825369923,0.87088,0.6492999999999999,0.2869634809152192
12.0,0.7,0.22455412383753012,10.0,0.68136,0.186,0.4674349825369923,0.90006,0.6713,0.30961213206993166
12.0,0.7,0.22455412383753012,15.0,0.68136,0.186,0.4674349825369923,0.9358866666666664,0.6797,0.27068317074316306
12.0,0.7,0.22455412383753012,20.0,0.68136,0.186,0.4674349825369923,0.9507100000000002,0.6887,0.27724727038923974
12.0,0.7,0.22455412383753012,25.0,0.68136,0.186,0.4674349825369923,0.9451480000000001,0.6745,0.25780549986479934
12.0,0.7,0.22455412383753012,30.0,0.68136,0.186,0.4674349825369923,0.9438133333333333,0.6707000000000002,0.24695457356258033
12.0,0.7,0.22455412383753012,35.0,0.68136,0.186,0.4674349825369923,0.9463914285714284,0.6738999999999999,0.2740960795472946
12.0,0.7,0.22455412383753012,40.0,0.68136,0.186,0.4674349825369923,0.9437575000000002,0.6598,0.26919978737793804
12.0,0.7,0.22455412383753012,45.0,0.68136,0.186,0.4674349825369923,0.9570666666666665,0.6805,0.26961762334156303
12.0,0.7,0.22455412383753012,50.0,0.68136,0.186,0.4674349825369923,0.960618,0.6831999999999999,0.27663616798245705
12.0,0.7,0.22455412383753012,55.0,0.68136,0.186,0.4674349825369923,0.9657727272727273,0.6932,0.24821584247579567
12.0,0.7,0.22455412383753012,60.0,0.68136,0.186,0.4674349825369923,0.96376,0.6784,0.2603305580387187
12.0,0.7,0.22455412383753012,65.0,0.68136,0.186,0.4674349825369923,0.9725123076923076,0.696,0.23997176475499937
12.0,0.7,0.22455412383753012,70.0,0.68136,0.186,0.4674349825369923,0.9672342857142857,0.6884,0.2521783047968372
12.0,0.7,0.22455412383753012,75.0,0.68136,0.186,0.4674349825369923,0.9636559999999997,0.6789,0.2559886045238257
12.0,0.7,0.22455412383753012,80.0,0.68136,0.186,0.4674349825369923,0.9646699999999999,0.6753,0.2613990785862091
12.0,0.7,0.22455412383753012,85.0,0.68136,0.186,0.4674349825369923,0.9714376470588236,0.6872,0.25220820781333897
12.0,0.7,0.22455412383753012,90.0,0.68136,0.186,0.4674349825369923,0.970192222222222,0.6900999999999998,0.26278388373130424
12.0,0.7,0.22455412383753012,95.0,0.68136,0.186,0.4674349825369923,0.9748189473684209,0.6929,0.24653988485036102
12.0,0.7,0.22455412383753012,100.0,0.68136,0.186,0.4674349825369923,0.9700749999999999,0.6811999999999999,0.24784500258290526
12.0,0.75,0.22455412383753012,5.0,0.7312,0.249,0.5238812074031752,0.9030799999999999,0.7045,0.2412097547852756
12.0,0.75,0.22455412383753012,10.0,0.7312,0.249,0.5238812074031752,0.92767,0.7305,0.3381847457644435
12.0,0.75,0.22455412383753012,15.0,0.7312,0.249,0.5238812074031752,0.9450999999999997,0.73,0.28143009460483787
12.0,0.75,0.22455412383753012,20.0,0.7312,0.249,0.5238812074031752,0.95279,0.7352,0.3268834034567103
12.0,0.75,0.22455412383753012,25.0,0.7312,0.249,0.5238812074031752,0.9592680000000001,0.7358,0.2876903197559982
12.0,0.75,0.22455412383753012,30.0,0.7312,0.249,0.5238812074031752,0.96333,0.7421000000000001,0.2925998213393144
12.0,0.75,0.22455412383753012,35.0,0.7312,0.249,0.5238812074031752,0.9601828571428569,0.7307999999999999,0.28050251171450125
12.0,0.75,0.22455412383753012,40.0,0.7312,0.249,0.5238812074031752,0.9634475000000001,0.7277,0.25864439406436274
12.0,0.75,0.22455412383753012,45.0,0.7312,0.249,0.5238812074031752,0.9791666666666663,0.7515,0.289640940373966
12.0,0.75,0.22455412383753012,50.0,0.7312,0.249,0.5238812074031752,0.9720899999999999,0.7408000000000001,0.28668272364239045
12.0,0.75,0.22455412383753012,55.0,0.7312,0.249,0.5238812074031752,0.9761381818181817,0.7468000000000001,0.2931466785890524
12.0,0.75,0.22455412383753012,60.0,0.7312,0.249,0.5238812074031752,0.9680566666666668,0.7318,0.30028229263310946
12.0,0.75,0.22455412383753012,65.0,0.7312,0.249,0.5238812074031752,0.9766261538461537,0.7422,0.2760877897276073
12.0,0.75,0.22455412383753012,70.0,0.7312,0.249,0.5238812074031752,0.978202857142857,0.7469,0.29322820836714486
12.0,0.75,0.22455412383753012,75.0,0.7312,0.249,0.5238812074031752,0.9760066666666667,0.7376000000000001,0.2724845220245986
12.0,0.75,0.22455412383753012,80.0,0.7312,0.249,0.5238812074031752,0.97141375,0.7328,0.29897596844816887
12.0,0.75,0.22455412383753012,85.0,0.7312,0.249,0.5238812074031752,0.9763658823529411,0.7382,0.28443671956535854
12.0,0.75,0.22455412383753012,90.0,0.7312,0.249,0.5238812074031752,0.978212222222222,0.7448,0.2865481246950214
12.0,0.75,0.22455412383753012,95.0,0.7312,0.249,0.5238812074031752,0.9822947368421051,0.7528,0.2819741824224563
12.0,0.75,0.22455412383753012,100.0,0.7312,0.249,0.5238812074031752,0.978074,0.7389,0.28719692051451384
12.0,0.8,0.22455412383753012,5.0,0.78266,0.342,0.5922089770529381,0.92826,0.7831000000000001,0.3540748022072243
12.0,0.8,0.22455412383753012,10.0,0.78266,0.342,0.5922089770529381,0.9530899999999998,0.7872,0.3812096174312204
12.0,0.8,0.22455412383753012,15.0,0.78266,0.342,0.5922089770529381,0.9639866666666663,0.7857999999999999,0.33337906558921165
12.0,0.8,0.22455412383753012,20.0,0.78266,0.342,0.5922089770529381,0.9717650000000001,0.7942000000000001,0.30535182100013764
12.0,0.8,0.22455412383753012,25.0,0.78266,0.342,0.5922089770529381,0.969112,0.7932000000000001,0.34138601543580965
12.0,0.8,0.22455412383753012,30.0,0.78266,0.342,0.5922089770529381,0.9774066666666665,0.8009000000000001,0.30457958084941905
12.0,0.8,0.22455412383753012,35.0,0.78266,0.342,0.5922089770529381,0.9787399999999996,0.7975000000000001,0.3207531249939241
12.0,0.8,0.22455412383753012,40.0,0.78266,0.342,0.5922089770529381,0.9827975000000003,0.8011000000000001,0.3214125808368472
12.0,0.8,0.22455412383753012,45.0,0.78266,0.342,0.5922089770529381,0.980082222222222,0.7934000000000001,0.3318606816896377
12.0,0.8,0.22455412383753012,50.0,0.78266,0.342,0.5922089770529381,0.984422,0.7975,0.30979447570112145
12.0,0.8,0.22455412383753012,55.0,0.78266,0.342,0.5922089770529381,0.9828654545454546,0.796,0.3259712648853907
12.0,0.8,0.22455412383753012,60.0,0.78266,0.342,0.5922089770529381,0.9855050000000001,0.7999,0.31398599811863936
12.0,0.8,0.22455412383753012,65.0,0.78266,0.342,0.5922089770529381,0.9838184615384613,0.7953000000000001,0.31798359526216813
12.0,0.8,0.22455412383753012,70.0,0.78266,0.342,0.5922089770529381,0.983802857142857,0.7977000000000001,0.316713491285412
12.0,0.8,0.22455412383753012,75.0,0.78266,0.342,0.5922089770529381,0.9815920000000001,0.7948000000000001,0.3321552527416408
12.0,0.8,0.22455412383753012,80.0,0.78266,0.342,0.5922089770529381,0.9844275000000001,0.796,0.31701120384267484
12.0,0.8,0.22455412383753012,85.0,0.78266,0.342,0.5922089770529381,0.9838211764705882,0.7960000000000002,0.33227246813616496
12.0,0.8,0.22455412383753012,90.0,0.78266,0.342,0.5922089770529381,0.9881722222222221,0.803,0.32003051949026606
12.0,0.8,0.22455412383753012,95.0,0.78266,0.342,0.5922089770529381,0.9867957894736842,0.7995000000000001,0.319872882171614
12.0,0.8,0.22455412383753012,100.0,0.78266,0.342,0.5922089770529381,0.988059,0.7973,0.3072204318300064
12.0,0.85,0.22455412383753012,5.0,0.83442,0.461,0.6750871245914051,0.9515599999999999,0.8341000000000001,0.38056462745786807
12.0,0.85,0.22455412383753012,10.0,0.83442,0.461,0.6750871245914051,0.9667599999999998,0.8371,0.36716348852461067
12.0,0.85,0.22455412383753012,15.0,0.83442,0.461,0.6750871245914051,0.9741199999999999,0.8412000000000002,0.4219115044324373
12.0,0.85,0.22455412383753012,20.0,0.83442,0.461,0.6750871245914051,0.9783,0.834,0.3416553809660961
12.0,0.85,0.22455412383753012,25.0,0.83442,0.461,0.6750871245914051,0.9821880000000001,0.8442999999999999,0.3674193312761723
12.0,0.85,0.22455412383753012,30.0,0.83442,0.461,0.6750871245914051,0.9791133333333333,0.8371,0.3508924742255043
12.0,0.85,0.22455412383753012,35.0,0.83442,0.461,0.6750871245914051,0.9831342857142856,0.8404,0.3961478390333971
12.0,0.85,0.22455412383753012,40.0,0.83442,0.461,0.6750871245914051,0.9868625,0.8438999999999999,0.3501817700305491
12.0,0.85,0.22455412383753012,45.0,0.83442,0.461,0.6750871245914051,0.9854488888888887,0.8368999999999999,0.36304688309634325
12.0,0.85,0.22455412383753012,50.0,0.83442,0.461,0.6750871245914051,0.988672,0.8441,0.364086716821306
12.0,0.85,0.22455412383753012,55.0,0.83442,0.461,0.6750871245914051,0.9889509090909091,0.8437,0.36111167914351494
12.0,0.85,0.22455412383753012,60.0,0.83442,0.461,0.6750871245914051,0.9893266666666667,0.8432,0.35171692866935406
12.0,0.85,0.22455412383753012,65.0,0.83442,0.461,0.6750871245914051,0.9898938461538459,0.8436999999999998,0.3327459891297504
12.0,0.85,0.22455412383753012,70.0,0.83442,0.461,0.6750871245914051,0.9890914285714285,0.8412,0.3805358863179418
12.0,0.85,0.22455412383753012,75.0,0.83442,0.461,0.6750871245914051,0.9899186666666666,0.8453999999999999,0.36674218250461
12.0,0.85,0.22455412383753012,80.0,0.83442,0.461,0.6750871245914051,0.9891850000000001,0.8427999999999999,0.37794107413046707
12.0,0.85,0.22455412383753012,85.0,0.83442,0.461,0.6750871245914051,0.9892211764705882,0.8407,0.35797984901879576
12.0,0.85,0.22455412383753012,90.0,0.83442,0.461,0.6750871245914051,0.9919666666666667,0.8462,0.3408020977017935
12.0,0.85,0.22455412383753012,95.0,0.83442,0.461,0.6750871245914051,0.9916736842105264,0.8432999999999998,0.367703027543627
12.0,0.85,0.22455412383753012,100.0,0.83442,0.461,0.6750871245914051,0.991248,0.8434999999999999,0.347725787970669
12.0,0.9,0.22455412383753012,5.0,0.88973,0.592,0.7908846781854489,0.9702599999999999,0.8912,0.5478472845487294
12.0,0.9,0.22455412383753012,10.0,0.88973,0.592,0.7908846781854489,0.98169,0.8932,0.42807546696186655
12.0,0.9,0.22455412383753012,15.0,0.88973,0.592,0.7908846781854489,0.9854933333333334,0.8956000000000001,0.4885954497061913
12.0,0.9,0.22455412383753012,20.0,0.88973,0.592,0.7908846781854489,0.9899550000000001,0.8981,0.4045353039654005
12.0,0.9,0.22455412383753012,25.0,0.88973,0.592,0.7908846781854489,0.9913280000000001,0.8955000000000001,0.4541575047619391
12.0,0.9,0.22455412383753012,30.0,0.88973,0.592,0.7908846781854489,0.9914266666666667,0.8985000000000001,0.4786040263132044
12.0,0.9,0.22455412383753012,35.0,0.88973,0.592,0.7908846781854489,0.9928628571428569,0.8961000000000001,0.4189941656490581
12.0,0.9,0.22455412383753012,40.0,0.88973,0.592,0.7908846781854489,0.9934049999999999,0.8968,0.3843212331070463
12.0,0.9,0.22455412383753012,45.0,0.88973,0.592,0.7908846781854489,0.9930822222222221,0.8973000000000002,0.449304197343989
12.0,0.9,0.22455412383753012,50.0,0.88973,0.592,0.7908846781854489,0.9946600000000001,0.8977,0.4137341915812709
12.0,0.9,0.22455412383753012,55.0,0.88973,0.592,0.7908846781854489,0.9940545454545454,0.8963000000000001,0.4287605498456982
12.0,0.9,0.22455412383753012,60.0,0.88973,0.592,0.7908846781854489,0.9949766666666667,0.8963,0.4112882543974412
12.0,0.9,0.22455412383753012,65.0,0.88973,0.592,0.7908846781854489,0.9949446153846153,0.8971,0.41702717035663656
12.0,0.9,0.22455412383753012,70.0,0.88973,0.592,0.7908846781854489,0.9957585714285715,0.8983,0.43719108410095586
12.0,0.9,0.22455412383753012,75.0,0.88973,0.592,0.7908846781854489,0.9946093333333331,0.8961000000000001,0.42578808133570767
12.0,0.9,0.22455412383753012,80.0,0.88973,0.592,0.7908846781854489,0.996265,0.8983,0.40562277840243455
12.0,0.9,0.22455412383753012,85.0,0.88973,0.592,0.7908846781854489,0.995390588235294,0.8961,0.44359823769396584
12.0,0.9,0.22455412383753012,90.0,0.88973,0.592,0.7908846781854489,0.995411111111111,0.8946999999999999,0.42394011572190027
12.0,0.9,0.22455412383753012,95.0,0.88973,0.592,0.7908846781854489,0.9957136842105264,0.8973000000000001,0.4217934245586889
12.0,0.9,0.22455412383753012,100.0,0.88973,0.592,0.7908846781854489,0.996788,0.9014000000000001,0.4296753228954002
